report_id,instrument,report_date,strategy,direction,entry_mode,suggested_entry,stop_loss,tp1,tp2,tp3,risk_R_points,management,is_primary,scenario,unit,filled,fill_when,fill_datetime_uk,fill_price,sessions_to_fill,exit_price,exit_datetime_uk,exit_reason,R_card,R_realised,sessions_to_resolve,status
SPX-2026-06-15,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-15,Trade 3C - Breakout (buy stop 5-day swing high),LONG,BUY STOP,7483.15,7416.96,7549.3,7615.5,7866.2,66.19,3 units; structural runner on entry-to-anchor,Y,PRIMARY,Unit 3,YES - MISPLACED STOP,IMMEDIATE (stop 43 pts BELOW market at the anchor),2026-06-15 07:00,7525.9,0,7416.96,2026-06-17 21:30,"CARD DEFECT: buy stop 7483.15 sat 42.8 pts BELOW the 7525.9 anchor - the ""confirmed break"" had already happened on the gap. | STOPPED OUT at the original stop; no BE armed.",-1.0,-1.0,2,CLOSED - CARD DEFECT
SPX-2026-06-16,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-16,Trade 1 - Daily Directional,LONG,MARKET @ overridden daily-open anchor,7431.24,7389.24,7473.68,7515.9,7558.12,42.0,3 units; Unit3 SL->entry+0.2R (7439.9) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,Y,PRIMARY,Unit 1,YES - STALE ANCHOR,SAME SESSION,2026-06-16 00:00,7562.6,0,7473.68,2026-06-16 00:00,"CARD DEFECT - WORST STALE ANCHOR IN THE SAMPLE: entry reference 7431.24 vs an actual 00:00 open of 7562.6, a 131.4-pt gap. ALL THREE targets sat below the market at entry, so the card books a flat +2.00R blended on arithmetic while every unit is underwater on the fill. | TP1 already 89 pts behind price at entry",1.01,-0.513,0,CLOSED - CARD DEFECT
SPX-2026-06-16,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-16,Trade 1 - Daily Directional,LONG,MARKET @ overridden daily-open anchor,7431.24,7389.24,7473.68,7515.9,7558.12,42.0,3 units; Unit3 SL->entry+0.2R (7439.9) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,Y,PRIMARY,Unit 2,YES - STALE ANCHOR,SAME SESSION,2026-06-16 00:00,7562.6,0,7515.9,2026-06-16 00:00,"CARD DEFECT - WORST STALE ANCHOR IN THE SAMPLE: entry reference 7431.24 vs an actual 00:00 open of 7562.6, a 131.4-pt gap. ALL THREE targets sat below the market at entry, so the card books a flat +2.00R blended on arithmetic while every unit is underwater on the fill. | TP2 already 47 pts behind price at entry",2.016,-0.269,0,CLOSED - CARD DEFECT
SPX-2026-06-16,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-16,Trade 1 - Daily Directional,LONG,MARKET @ overridden daily-open anchor,7431.24,7389.24,7473.68,7515.9,7558.12,42.0,3 units; Unit3 SL->entry+0.2R (7439.9) on TP2 fill; runner CARD-SPECIFIED session-close time-stop / 3xATR cap,Y,PRIMARY,Unit 3,YES - STALE ANCHOR,SAME SESSION,2026-06-16 00:00,7562.6,0,7558.12,2026-06-16 00:00,"CARD DEFECT - WORST STALE ANCHOR IN THE SAMPLE: entry reference 7431.24 vs an actual 00:00 open of 7562.6, a 131.4-pt gap. ALL THREE targets sat below the market at entry, so the card books a flat +2.00R blended on arithmetic while every unit is underwater on the fill. | TP3 already 4.5 pts behind price at entry",3.021,-0.026,0,CLOSED - CARD DEFECT
SPX-2026-06-16,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-16,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7398.71,7353.41,7443.7,7488.7,7509.11,45.3,3 units; Unit3 SL->entry+0.2R on TP2 fill,Y,PRIMARY,Unit 1,YES,LATE FILL t+5,2026-06-23 08:15,7398.71,5,7353.41,2026-06-24 19:30,Order life: no expiry stated; scored under the standing 5-session default. | STOPPED OUT. TP1 7443.7 not reached until 29 June.,-1.0,-1.0,1,CLOSED
SPX-2026-06-16,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-16,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7398.71,7353.41,7443.7,7488.7,7509.11,45.3,3 units; Unit3 SL->entry+0.2R on TP2 fill,Y,PRIMARY,Unit 2,YES,LATE FILL t+5,2026-06-23 08:15,7398.71,5,7353.41,2026-06-24 19:30,Order life: no expiry stated; scored under the standing 5-session default. | STOPPED OUT.,-1.0,-1.0,1,CLOSED
SPX-2026-06-16,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-16,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7398.71,7353.41,7443.7,7488.7,7509.11,45.3,3 units; Unit3 SL->entry+0.2R on TP2 fill,Y,PRIMARY,Unit 3,YES,LATE FILL t+5,2026-06-23 08:15,7398.71,5,7353.41,2026-06-24 19:30,Order life: no expiry stated; scored under the standing 5-session default. | STOPPED OUT.,-1.0,-1.0,1,CLOSED
SPX-2026-06-16,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-16,Trade 3A - Momentum-Pullback (pivot confluence),LONG,BUY LIMIT,7400,7330,7470,7506,7577,70.0,3 units; 3A structural runner override on 100%-ext break,Y,PRIMARY,Unit 1,YES,LATE FILL t+5,2026-06-23 08:15,7400,5,7330,2026-06-26 04:15,Order life: no expiry stated; scored under the standing 5-session default. | STOPPED OUT. TP1 7470 not reached until 30 June.,-1.0,-1.0,3,CLOSED
SPX-2026-06-16,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-16,Trade 3A - Momentum-Pullback (pivot confluence),LONG,BUY LIMIT,7400,7330,7470,7506,7577,70.0,3 units; 3A structural runner override on 100%-ext break,Y,PRIMARY,Unit 2,YES,LATE FILL t+5,2026-06-23 08:15,7400,5,7330,2026-06-26 04:15,Order life: no expiry stated; scored under the standing 5-session default. | STOPPED OUT.,-1.0,-1.0,3,CLOSED
SPX-2026-06-16,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-16,Trade 3A - Momentum-Pullback (pivot confluence),LONG,BUY LIMIT,7400,7330,7470,7506,7577,70.0,3 units; 3A structural runner override on 100%-ext break,Y,PRIMARY,Unit 3,YES,LATE FILL t+5,2026-06-23 08:15,7400,5,7330,2026-06-26 04:15,Order life: no expiry stated; scored under the standing 5-session default. | STOPPED OUT.,-1.0,-1.0,3,CLOSED
SPX-2026-06-17,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-17,Trade 1 - Daily Directional,LONG,BUY LIMIT (daily P),7558,7475,7641,7724,7800,83.0,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner session-close time-stop / 3xATR cap,Y,PRIMARY,Unit 1,YES - MISPLACED LIMIT,IMMEDIATE (limit 16 pts ABOVE market at the anchor),2026-06-17 07:00,7541.9,0,7475,2026-06-17 20:00,"CARD DEFECT: the 7558 buy limit sat 16.1 pts ABOVE the 07:00 price of 7541.9. The card offered ""market if already above P"" as the alternative - price was BELOW P, so the limit applied and filled instantly anyway. | STOPPED OUT same session. TP1 7641 not reached until 4 August.",-1.0,-1.0,0,CLOSED - CARD DEFECT
SPX-2026-06-17,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-17,Trade 1 - Daily Directional,LONG,BUY LIMIT (daily P),7558,7475,7641,7724,7800,83.0,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner session-close time-stop / 3xATR cap,Y,PRIMARY,Unit 2,YES - MISPLACED LIMIT,IMMEDIATE (limit 16 pts ABOVE market at the anchor),2026-06-17 07:00,7541.9,0,7475,2026-06-17 20:00,"CARD DEFECT: the 7558 buy limit sat 16.1 pts ABOVE the 07:00 price of 7541.9. The card offered ""market if already above P"" as the alternative - price was BELOW P, so the limit applied and filled instantly anyway. | STOPPED OUT.",-1.0,-1.0,0,CLOSED - CARD DEFECT
SPX-2026-06-17,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-17,Trade 1 - Daily Directional,LONG,BUY LIMIT (daily P),7558,7475,7641,7724,7800,83.0,3 units; Unit3 SL->entry+0.2R on TP2 fill; runner session-close time-stop / 3xATR cap,Y,PRIMARY,Unit 3,YES - MISPLACED LIMIT,IMMEDIATE (limit 16 pts ABOVE market at the anchor),2026-06-17 07:00,7541.9,0,7475,2026-06-17 20:00,"CARD DEFECT: the 7558 buy limit sat 16.1 pts ABOVE the 07:00 price of 7541.9. The card offered ""market if already above P"" as the alternative - price was BELOW P, so the limit applied and filled instantly anyway. | STOPPED OUT before the session-close time-stop could apply.",-1.0,-1.0,0,CLOSED - CARD DEFECT
SPX-2026-06-17,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-17,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7527,7470,7584,7610,7632,57.0,3 units; Unit3 SL->entry+0.2R on TP2 fill,Y,PRIMARY,Unit 1,YES,SAME SESSION,2026-06-17 11:45,7527,0,7470,2026-06-17 20:00,STOPPED OUT 8h after fill. TP1 7584 not reached until 16 July.,-1.0,-1.0,0,CLOSED
SPX-2026-06-17,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-17,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7527,7470,7584,7610,7632,57.0,3 units; Unit3 SL->entry+0.2R on TP2 fill,Y,PRIMARY,Unit 2,YES,SAME SESSION,2026-06-17 11:45,7527,0,7470,2026-06-17 20:00,STOPPED OUT.,-1.0,-1.0,0,CLOSED
SPX-2026-06-17,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-17,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7527,7470,7584,7610,7632,57.0,3 units; Unit3 SL->entry+0.2R on TP2 fill,Y,PRIMARY,Unit 3,YES,SAME SESSION,2026-06-17 11:45,7527,0,7470,2026-06-17 20:00,STOPPED OUT.,-1.0,-1.0,0,CLOSED
SPX-2026-06-17,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-17,Trade 3A - Momentum-Pullback (breakout stop),LONG,BUY STOP,7590,7527,7653,7716,7800,63.0,3 units; 3A structural runner override,Y,PRIMARY,All units,NO,NO FILL,,,,,,Buy stop 7590 required a break of the 16 June high that never came - 17 June topped at 7548.3 and then fell 140 pts. Not reached until 3 August (t+33). Order life: no expiry stated; scored under the standing 5-session default.,0.0,0.0,0,NO_FILL
SPX-2026-06-18,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-18,Trade 1 - Daily Directional,SHORT,MARKET @ 07:00 UK,7420,7501,7340,7259,7180,81.0,3 units; Unit3 SL->entry-0.2R (7404) on TP2 fill; runner time-stop at session close + 3xATR cap,Y,PRIMARY,Unit 1,YES - STALE ANCHOR,SAME SESSION,2026-06-18 07:00,7481.6,0,7501,2026-06-18 10:00,"CARD DEFECT: entry reference 7420 vs an actual 07:00 print of 7481.6, 61.6 pts higher - leaving only 19.4 pts of realised risk above the fill. | STOPPED OUT 3h after entry. TP1 7340 not reached until 25 June.",-1.0,-1.0,0,CLOSED - CARD DEFECT
SPX-2026-06-18,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-18,Trade 1 - Daily Directional,SHORT,MARKET @ 07:00 UK,7420,7501,7340,7259,7180,81.0,3 units; Unit3 SL->entry-0.2R (7404) on TP2 fill; runner time-stop at session close + 3xATR cap,Y,PRIMARY,Unit 2,YES - STALE ANCHOR,SAME SESSION,2026-06-18 07:00,7481.6,0,7501,2026-06-18 10:00,"CARD DEFECT: entry reference 7420 vs an actual 07:00 print of 7481.6, 61.6 pts higher - leaving only 19.4 pts of realised risk above the fill. | STOPPED OUT.",-1.0,-1.0,0,CLOSED - CARD DEFECT
SPX-2026-06-18,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-18,Trade 1 - Daily Directional,SHORT,MARKET @ 07:00 UK,7420,7501,7340,7259,7180,81.0,3 units; Unit3 SL->entry-0.2R (7404) on TP2 fill; runner time-stop at session close + 3xATR cap,Y,PRIMARY,Unit 3,YES - STALE ANCHOR,SAME SESSION,2026-06-18 07:00,7481.6,0,7501,2026-06-18 10:00,"CARD DEFECT: entry reference 7420 vs an actual 07:00 print of 7481.6, 61.6 pts higher - leaving only 19.4 pts of realised risk above the fill. | STOPPED OUT before the session-close time-stop could apply.",-1.0,-1.0,0,CLOSED - CARD DEFECT
SPX-2026-06-18,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-18,Trade 2 - Pivot (sell limit monthly S1 / daily P),SHORT,SELL LIMIT,7450,7506,7394,7338,7322,56.0,3 units; Unit3 SL->entry-0.2R on TP2 fill,Y,PRIMARY,Unit 1,YES - MISPLACED LIMIT,IMMEDIATE (limit 31.6 pts BELOW market at the anchor),2026-06-18 07:00,7481.6,0,7506,2026-06-18 15:15,"CARD DEFECT: for a SHORT the sell limit must sit ABOVE market; 7450 was 31.6 pts below the 7481.6 anchor, so it filled instantly at market. | STOPPED OUT. TP1 7394 not reached until 23 June.",-1.0,-1.0,0,CLOSED - CARD DEFECT
SPX-2026-06-18,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-18,Trade 2 - Pivot (sell limit monthly S1 / daily P),SHORT,SELL LIMIT,7450,7506,7394,7338,7322,56.0,3 units; Unit3 SL->entry-0.2R on TP2 fill,Y,PRIMARY,Unit 2,YES - MISPLACED LIMIT,IMMEDIATE (limit 31.6 pts BELOW market at the anchor),2026-06-18 07:00,7481.6,0,7506,2026-06-18 15:15,"CARD DEFECT: for a SHORT the sell limit must sit ABOVE market; 7450 was 31.6 pts below the 7481.6 anchor, so it filled instantly at market. | STOPPED OUT.",-1.0,-1.0,0,CLOSED - CARD DEFECT
SPX-2026-06-18,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-18,Trade 2 - Pivot (sell limit monthly S1 / daily P),SHORT,SELL LIMIT,7450,7506,7394,7338,7322,56.0,3 units; Unit3 SL->entry-0.2R on TP2 fill,Y,PRIMARY,Unit 3,YES - MISPLACED LIMIT,IMMEDIATE (limit 31.6 pts BELOW market at the anchor),2026-06-18 07:00,7481.6,0,7506,2026-06-18 15:15,"CARD DEFECT: for a SHORT the sell limit must sit ABOVE market; 7450 was 31.6 pts below the 7481.6 anchor, so it filled instantly at market. | STOPPED OUT.",-1.0,-1.0,0,CLOSED - CARD DEFECT
SPX-2026-06-18,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-18,Trade 3C - Momentum-Breakout (sell stop),SHORT,SELL STOP,7369,7427,7322,7275,7182,58.0,3 units; structural runner override on extension,Y,PRIMARY,Unit 1,YES,LATE FILL t+3,2026-06-23 10:00,7369,3,7427,2026-06-23 16:15,Order life: no expiry stated; scored under the standing 5-session default. | STOPPED OUT 6h after fill. TP1 7322 was reached on 26 June - three sessions after the stop.,-1.0,-1.0,0,CLOSED
SPX-2026-06-18,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-18,Trade 3C - Momentum-Breakout (sell stop),SHORT,SELL STOP,7369,7427,7322,7275,7182,58.0,3 units; structural runner override on extension,Y,PRIMARY,Unit 2,YES,LATE FILL t+3,2026-06-23 10:00,7369,3,7427,2026-06-23 16:15,Order life: no expiry stated; scored under the standing 5-session default. | STOPPED OUT.,-1.0,-1.0,0,CLOSED
SPX-2026-06-18,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-18,Trade 3C - Momentum-Breakout (sell stop),SHORT,SELL STOP,7369,7427,7322,7275,7182,58.0,3 units; structural runner override on extension,Y,PRIMARY,Unit 3,YES,LATE FILL t+3,2026-06-23 10:00,7369,3,7427,2026-06-23 16:15,Order life: no expiry stated; scored under the standing 5-session default. | STOPPED OUT.,-1.0,-1.0,0,CLOSED
SPX-2026-06-19,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-19,Trade 1 - Daily Directional,LONG,MARKET @ next open,7500.58,7465.0,7536.0,7571.0,7603,35.58,3 units; Unit3 SL->entry+0.2R (7507.7) on TP2 fill; runner session-close time-stop + 3xATR cap,Y,PRIMARY,Unit 1,YES,SAME SESSION,2026-06-19 00:00,7513.8,0,7465.0,2026-06-19 06:45,STOPPED OUT 6h45 after entry. TP1 7536 was reached on 22 June - one session late.,-1.0,-1.0,0,CLOSED
SPX-2026-06-19,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-19,Trade 1 - Daily Directional,LONG,MARKET @ next open,7500.58,7465.0,7536.0,7571.0,7603,35.58,3 units; Unit3 SL->entry+0.2R (7507.7) on TP2 fill; runner session-close time-stop + 3xATR cap,Y,PRIMARY,Unit 2,YES,SAME SESSION,2026-06-19 00:00,7513.8,0,7465.0,2026-06-19 06:45,STOPPED OUT.,-1.0,-1.0,0,CLOSED
SPX-2026-06-19,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-19,Trade 1 - Daily Directional,LONG,MARKET @ next open,7500.58,7465.0,7536.0,7571.0,7603,35.58,3 units; Unit3 SL->entry+0.2R (7507.7) on TP2 fill; runner session-close time-stop + 3xATR cap,Y,PRIMARY,Unit 3,YES,SAME SESSION,2026-06-19 00:00,7513.8,0,7465.0,2026-06-19 06:45,STOPPED OUT before the session-close time-stop could apply.,-1.0,-1.0,0,CLOSED
SPX-2026-06-19,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-19,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7475.58,7450.57,7500.6,7525.6,7561,25.01,3 units; Unit3 SL->entry+0.2R (7480.58) on TP2 fill; runner to pivot R3,Y,PRIMARY,Unit 1,YES,SAME SESSION,2026-06-19 05:15,7475.58,0,7500.6,2026-06-19 15:30,TP1 (+1R) touched same session,1.0,1.0,0,CLOSED
SPX-2026-06-19,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-19,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7475.58,7450.57,7500.6,7525.6,7561,25.01,3 units; Unit3 SL->entry+0.2R (7480.58) on TP2 fill; runner to pivot R3,Y,PRIMARY,Unit 2,YES,SAME SESSION,2026-06-19 05:15,7475.58,0,7525.6,2026-06-22 15:30,TP2 (+2R) touched,2.0,2.0,1,CLOSED
SPX-2026-06-19,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-19,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7475.58,7450.57,7500.6,7525.6,7561,25.01,3 units; Unit3 SL->entry+0.2R (7480.58) on TP2 fill; runner to pivot R3,Y,PRIMARY,Unit 3,YES,SAME SESSION,2026-06-19 05:15,7475.58,0,7480.58,2026-06-22 16:30,BE+0.2R trail stop hit one hour after arming; runner target 7561 not reached until 10 July.,0.2,0.2,1,CLOSED
SPX-2026-06-19,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-19,Trade 3A - Momentum-Pullback (breakout stop),LONG,BUY STOP,7512.0,7478.0,7546.0,7580.0,7620,34.0,3 units; on 100%-ext break U3 stop -> halfway entry-to-anchor,Y,PRIMARY,Unit 1,YES - MISPLACED STOP,IMMEDIATE (stop 1.8 pts BELOW market at the anchor),2026-06-19 00:00,7513.8,0,7478.0,2026-06-19 05:15,"CARD DEFECT (marginal): buy stop 7512 sat 1.8 pts below the 7513.8 open - the ""confirmed break of the 18 June high"" was already in place at the anchor. | STOPPED OUT. TP1 7546 not reached until 6 July.",-1.0,-1.0,0,CLOSED - CARD DEFECT
SPX-2026-06-19,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-19,Trade 3A - Momentum-Pullback (breakout stop),LONG,BUY STOP,7512.0,7478.0,7546.0,7580.0,7620,34.0,3 units; on 100%-ext break U3 stop -> halfway entry-to-anchor,Y,PRIMARY,Unit 2,YES - MISPLACED STOP,IMMEDIATE (stop 1.8 pts BELOW market at the anchor),2026-06-19 00:00,7513.8,0,7478.0,2026-06-19 05:15,"CARD DEFECT (marginal): buy stop 7512 sat 1.8 pts below the 7513.8 open - the ""confirmed break of the 18 June high"" was already in place at the anchor. | STOPPED OUT.",-1.0,-1.0,0,CLOSED - CARD DEFECT
SPX-2026-06-19,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-19,Trade 3A - Momentum-Pullback (breakout stop),LONG,BUY STOP,7512.0,7478.0,7546.0,7580.0,7620,34.0,3 units; on 100%-ext break U3 stop -> halfway entry-to-anchor,Y,PRIMARY,Unit 3,YES - MISPLACED STOP,IMMEDIATE (stop 1.8 pts BELOW market at the anchor),2026-06-19 00:00,7513.8,0,7478.0,2026-06-19 05:15,"CARD DEFECT (marginal): buy stop 7512 sat 1.8 pts below the 7513.8 open - the ""confirmed break of the 18 June high"" was already in place at the anchor. | STOPPED OUT.",-1.0,-1.0,0,CLOSED - CARD DEFECT
SPX-2026-06-24,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-24,Trade 1 - Daily Directional,SHORT,MARKET @ cash open 14:30 UK,7365.17,7470.17,7260.75,7156.04,7077.46,105.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,Y,PRIMARY,Unit 1,YES - STALE ANCHOR,SAME SESSION,2026-06-24 14:30,7406.5,0,7470.17,2026-06-30 15:45,"CARD DEFECT: entry reference 7365.17 vs an actual 14:30 cash open of 7406.5, 41.3 pts higher. | STOPPED OUT. TP1 7260.75 was never reached - the market bottomed at 7300.2 on 26 June and turned.",-1.0,-1.0,4,CLOSED - CARD DEFECT
SPX-2026-06-24,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-24,Trade 1 - Daily Directional,SHORT,MARKET @ cash open 14:30 UK,7365.17,7470.17,7260.75,7156.04,7077.46,105.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,Y,PRIMARY,Unit 2,YES - STALE ANCHOR,SAME SESSION,2026-06-24 14:30,7406.5,0,7470.17,2026-06-30 15:45,"CARD DEFECT: entry reference 7365.17 vs an actual 14:30 cash open of 7406.5, 41.3 pts higher. | STOPPED OUT.",-1.0,-1.0,4,CLOSED - CARD DEFECT
SPX-2026-06-24,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-24,Trade 1 - Daily Directional,SHORT,MARKET @ cash open 14:30 UK,7365.17,7470.17,7260.75,7156.04,7077.46,105.0,3 units; Unit3 SL->entry-0.2R on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,Y,PRIMARY,Unit 3,YES - STALE ANCHOR,SAME SESSION,2026-06-24 14:30,7406.5,0,7418.0,2026-06-24 22:45,"CARD DEFECT: entry reference 7365.17 vs an actual 14:30 cash open of 7406.5, 41.3 pts higher. | CARD-SPECIFIED runner time-stop at the 24 June session close, 52.8 pts against the card entry",-0.503,-0.181,0,CLOSED - CARD DEFECT
SPX-2026-06-24,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-24,Trade 2 - Pivot (sell limit daily P shelf),SHORT,SELL LIMIT,7404,7489,7320,7235,7188,85.0,3 units; Unit3 SL->entry-0.2R on TP2 fill,Y,PRIMARY,Unit 1,YES - MISPLACED LIMIT,IMMEDIATE (limit 2.5 pts below market at the anchor),2026-06-24 14:30,7406.5,0,7320,2026-06-26 04:45,"CARD DEFECT (marginal, 2.5 pts): for a SHORT the sell limit must sit above market. | TP1 (near daily S1) touched",0.988,1.048,2,CLOSED - CARD DEFECT
SPX-2026-06-24,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-24,Trade 2 - Pivot (sell limit daily P shelf),SHORT,SELL LIMIT,7404,7489,7320,7235,7188,85.0,3 units; Unit3 SL->entry-0.2R on TP2 fill,Y,PRIMARY,Unit 2,YES - MISPLACED LIMIT,IMMEDIATE (limit 2.5 pts below market at the anchor),2026-06-24 14:30,7406.5,0,7489,2026-06-30 17:45,"CARD DEFECT (marginal, 2.5 pts): for a SHORT the sell limit must sit above market. | STOPPED OUT. TP2 7235 was never reached.",-1.0,-1.0,4,CLOSED - CARD DEFECT
SPX-2026-06-24,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-24,Trade 2 - Pivot (sell limit daily P shelf),SHORT,SELL LIMIT,7404,7489,7320,7235,7188,85.0,3 units; Unit3 SL->entry-0.2R on TP2 fill,Y,PRIMARY,Unit 3,YES - MISPLACED LIMIT,IMMEDIATE (limit 2.5 pts below market at the anchor),2026-06-24 14:30,7406.5,0,7489,2026-06-30 17:45,"CARD DEFECT (marginal, 2.5 pts): for a SHORT the sell limit must sit above market. | STOPPED OUT at the original stop; no BE armed.",-1.0,-1.0,4,CLOSED - CARD DEFECT
SPX-2026-06-24,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-24,Trade 3A - Momentum-Pullback (38.2% rally-sell),SHORT,SELL LIMIT,7453,7545,7349,7270,7188,92.0,3 units; 3A structural runner override on 100%-ext break,Y,PRIMARY,Unit 1,YES,LATE FILL t+4,2026-06-30 06:00,7453,4,7545,2026-07-06 20:45,Order life: no expiry stated; scored under the standing 5-session default. | STOPPED OUT. TP1 7349 not reached until 29 July.,-1.0,-1.0,4,CLOSED
SPX-2026-06-24,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-24,Trade 3A - Momentum-Pullback (38.2% rally-sell),SHORT,SELL LIMIT,7453,7545,7349,7270,7188,92.0,3 units; 3A structural runner override on 100%-ext break,Y,PRIMARY,Unit 2,YES,LATE FILL t+4,2026-06-30 06:00,7453,4,7545,2026-07-06 20:45,Order life: no expiry stated; scored under the standing 5-session default. | STOPPED OUT.,-1.0,-1.0,4,CLOSED
SPX-2026-06-24,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-24,Trade 3A - Momentum-Pullback (38.2% rally-sell),SHORT,SELL LIMIT,7453,7545,7349,7270,7188,92.0,3 units; 3A structural runner override on 100%-ext break,Y,PRIMARY,Unit 3,YES,LATE FILL t+4,2026-06-30 06:00,7453,4,7545,2026-07-06 20:45,Order life: no expiry stated; scored under the standing 5-session default. | STOPPED OUT.,-1.0,-1.0,4,CLOSED
SPX-2026-06-25,"US500 (S&P 500; card levels cash-basis, resolved on broker CFD M15 feed)",2026-06-25,Trade 1 - Daily Directional,n/a,n/a,,,,,,,,Y,PRIMARY,All units,NO,SUPPRESSED,,,,,,SUPPRESSED by card: direction score |-0.21| below the 0.25 conviction threshold.,0.0,0.0,0,SUPPRESSED
