card_id,report_date,report_file,strategy,family,direction,entry_mode,entry_mode_text,anchor_broker,entry,stop,tp1,tp2,tp3,card_R_points,be_rule,runner_rule,management_text,suppressed,source,slice_file,last_bar_broker
2026-06-18_Trade_2,2026-06-18,SP500_Report_18Jun2026.md,"Trade 2 - Pivot, regime-aware (TRANSITION branch, downside breakout side, SHORT sell limit)",Trade 2,SHORT,LIMIT,"Sell limit resting at 7450.53, monitored from 09:00 broker (07:00 UK). The level sits 23.03 pts ABOVE the D-1 reference close 7427.50, which is the side a sell limit must be on. Price has already closed below the daily pivot, so this breakdown level can only be worked as a limit - a sell stop at the same price would sit above the reference close and is not permitted.",09:00,7450.53,7498.8,7377.33,7352.25,7327.17,48.27,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at TP1 = daily S1 7377.33 (-73.20 pts, 1.52R), Unit 2 at TP2 = daily S1.5 7352.25 (-98.28 pts, 2.04R); on the Unit 2 fill the Unit 3 stop moves to entry -0.2R = 7440.88. Unit 3 traces to TP3 = daily S2 7327.17 (-123.36 pts, 2.56R). R = 48.27 pts = 0.45 x ATR14 (108.09 cash) = 0.40 x ATR14 on full broker-day bars (121.07): no wide-stop flag on either basis, and R is fixed by the pivot geometry so there is no discretion to widen it. Thesis invalidation, separate from the stop: a daily close back above the daily pivot 7458.67 - 40.13 pts (0.37xATR) away from the 7498.80 stop and inside it, which is the permitted arrangement for a tightly stopped pivot trade. Event caveat: fill risk if 18 Jun never trades back up to 7450.53, plus the same D-session collisions - Initial Jobless Claims and the Philadelphia Fed Manufacturing Index (both HIGH, 15:30 broker), the Bank of England decision (HIGH, 14:00) and the Swiss National Bank decision (HIGH, 10:30), all scheduled with actuals blanked on the D-1 news slice.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-17.csv,2026-06-17 23:45:00
2026-06-18_Trade_3C,2026-06-18,SP500_Report_18Jun2026.md,Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED,Trade 3C,n/a,CONDITIONAL,"SUPPRESSED - no order is placed and no ladder is offered. Single contingent condition, commentary only and not a card: a daily cash close at or below 7216.08 (or at or above 7651.62) would confirm a break of the 25-session range and make the breakout card eligible on the following session.",09:00,,,,,,,NONE,TRACE,"SUPPRESSED - no position, no tranching, no management.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-17.csv,2026-06-17 23:45:00
2026-06-19_Trade_1,2026-06-19,SP500_Report_19Jun2026.md,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,"MARKET at the 07:00 UK daily-open anchor (09:00 broker, UTC+3); fill level is the D-1 reference close 7502.30 (2026-06-18 cash session); signed gap to reference close 0.00.",09:00,7502.3,7444.56,7560.04,7617.78,7838.75,57.74,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units. Unit 1 exits at TP1 7,560.04 (+1R). Unit 2 exits at TP2 7,617.78 (+2R); on that fill Unit 3 stop moves to entry + 0.2R = 7,513.85. Unit 3 is the runner: time-stopped at session close or price-stopped at entry + 3xATR14 = 7,838.75, whichever triggers first. Card stop 7,444.56 (R = 57.74 pts = 0.51xATR14, no wide-stop flag). Thesis invalidation, separate from the stop: daily close below the 5-session swing low 7,363.90 (2026-06-12), 80.66 pts beyond the stop. ATR14 = 112.15 (14 cash-session bars ending 2026-06-18; full-broker-day basis 123.91).",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-18.csv,2026-06-18 23:45:00
2026-06-19_Trade_2,2026-06-19,SP500_Report_19Jun2026.md,"Trade 2 - Pivot, transition breakout side (LONG)",Trade 2,LONG,LIMIT,"BUY LIMIT 7500.25 resting from the 07:00 UK daily-open anchor (09:00 broker, UTC+3); 2.05 pts below the D-1 reference close 7502.30 (2026-06-18 cash session), i.e. on the side M5 §5.0 requires for a buy limit; signed gap -2.05.",09:00,7500.25,7449.13,7522.87,7533.15,7543.43,51.12,BE_0.2R_ON_TP2,TRACE,"3 equal units. Unit 1 exits at daily R1 7,522.87. Unit 2 exits at daily R1.5 7,533.15; on that fill Unit 3 stop moves to entry + 0.2R = 7,510.47. Unit 3 traces to daily R2 7,543.43. Card stop 7,449.13 (R = 51.12 pts = 0.46xATR14, no wide-stop flag). Thesis invalidation, separate from the stop: daily close back through the daily pivot 7,497.73, 48.60 pts inside the stop. ATR14 = 112.15 (14 cash-session bars ending 2026-06-18; full-broker-day basis 123.91). Transition regime: breakout side only, counter-side limit suppressed.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-18.csv,2026-06-18 23:45:00
2026-06-19_Trade_3C,2026-06-19,SP500_Report_19Jun2026.md,Trade 3C - Momentum-Breakout - SUPPRESSED (no confirmed 25-session range break at D-1),Trade 3C,n/a,CONDITIONAL,"SUPPRESSED - no order. Trigger fired: no confirmed break per M5 §4d in a TRANSITION regime. Value that fired it: D-1 reference close 7502.30 (2026-06-18) against the upside confirmation level 7652.64 (25-session high 7624.60 + 0.25xATR14 28.04) and the downside confirmation level 7215.06. No entry, stop, R or TP ladder is issued.",09:00,,,,,,,NONE,TRACE,"SUPPRESSED row - no position, no tranches, no management. Reinstated only on a daily close beyond 7,652.64 (upside) or 7,215.06 (downside), which would be a new card on a later report date.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-18.csv,2026-06-18 23:45:00
2026-06-24_Trade_1,2026-06-24,SP500_Report_24Jun2026.md,Trade 1 - Daily Directional,Trade 1,SHORT,MARKET,"MARKET at the 07:00 UK daily-open anchor (09:00 broker, UTC+3); fill level is the D-1 reference close 7374.40 (2026-06-23 cash session, 16:30-23:00 broker); signed gap to the reference close 0.00. The report's 14:30 UK / 16:30 broker cash-open override is not honoured - the daily-open anchor is a fixed instance value and cannot be re-selected at run time.",09:00,7374.4,7461.68,7287.12,7199.84,7015.84,87.28,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"3 equal units, short. Unit 1 exits at TP1 7,287.12 (-1R, 87.28 pts). Unit 2 exits at TP2 7,199.84 (-2R, 174.56 pts); on that fill Unit 3 stop moves to entry + 0.2R = 7,391.86. Unit 3 is the runner: time-stopped at the session close or price-stopped at entry - 3xATR14 = 7,015.84 (358.56 pts), whichever triggers first. Card stop 7,461.68 (87.28 pts above entry); R = 87.28 pts = 0.73xATR14, below 1.00 so no wide-stop flag, and 2R = 174.56 < 3xATR14 = 358.56 so no ambitious-TP2 flag. Thesis invalidation, separate from the stop: a daily close back above 7,502.30 (18 Jun 2026 cash close, the top of the 16-22 Jun band), 40.62 pts beyond the stop. ATR14 = 119.52 on 14 cash-session bars ending 2026-06-23 with 19 June (Juneteenth) excluded; 129.63 on the full-broker-day basis. Holding window collides with the 24 Jun new home sales release and, for any carry beyond the time-stop, the 26 Jun core PCE print.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-23.csv,2026-06-23 23:45:00
2026-06-24_Trade_2,2026-06-24,SP500_Report_24Jun2026.md,"Trade 2 - Pivot, regime-aware (TREND branch, TREND_DOWN) - SUPPRESSED",Trade 2,n/a,CONDITIONAL,"SUPPRESSED - no order is issued and no level is quoted. Re-evaluated in the corroboration correction pass. The pivot-corroboration gate that suppressed this row in the first pass does NOT fire: the daily tier is recomputed here from the broker price series the resulting order would be filled and settled against, so it is corroborated by construction and is recorded CORROBORATED. The declared TREND_DOWN label selects the trend branch - a sell across the daily pivot, monitored from the 09:00 broker anchor - but that branch's entry and stop are both rule-fixed formulas on the daily pivot set and they produce R = 29.44 index points = 0.25xATR14, below the 0.30xATR14 risk floor, with no permitted way to widen either leg. The row therefore stays suppressed on the risk-band ground and carries no entry, stop, R or TP ladder.",09:00,,,,,,,NONE,TRACE,"SUPPRESSED row - no position, no tranching, no risk, no target ladder and no management. Trigger: the trend-branch geometry is rule-fixed and cannot satisfy the risk band. Value that fired it: entry 7,383.04 and stop 7,412.48 give R = 29.44 index points = 0.25xATR14 against a 0.30xATR14 = 35.86 floor (0.25x and 34.88 on the 116.28 holiday-inclusive figure, 0.23x and 38.89 on the full-broker-day 129.63 basis) - the card must be rebuilt rather than warned, and no compliant rebuild exists inside the branch. The pivot-corroboration trigger was re-tested in this pass and did NOT fire: the daily tier is computed from the broker price series and flagged CORROBORATED. Reinstated only on a report date whose prior-session range is wide enough for the branch formulas to clear the risk floor. The family's runner rule is carried for completeness only and is inert while the card is suppressed.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-23.csv,2026-06-23 23:45:00
2026-06-24_Trade_3A,2026-06-24,SP500_Report_24Jun2026.md,Trade 3A - Momentum-Pullback (TREND_DOWN fork) - SUPPRESSED,Trade 3A,n/a,CONDITIONAL,"SUPPRESSED - no order and no arming level. The gate that fired is a swing-magnitude test on data already closed, not a price test, so quoting a contingent entry would be an invented ladder by another name.",09:00,,,,,,,NONE,TRACE,"SUPPRESSED row - no position, no tranches, no risk, no target ladder and no management. Trigger: no qualifying swing within the 10-session maximum lookback. The best down-swing inside the window is 7,583.40 (2026-06-15) to 7,356.20 (2026-06-23) = 227.20 pts = 1.90xATR14, against a required 2xATR14 = 239.04. Reinstated only when a down-swing of at least 239.04 pts closes inside a 4-10 session lookback, which would be a new card on a later report date.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-23.csv,2026-06-23 23:45:00
2026-06-25_Trade_1,2026-06-25,SP500_Report_25Jun2026.md,Trade 1 - Daily Directional - SUPPRESSED,Trade 1,n/a,MARKET,"SUPPRESSED - no entry is issued. Trigger fired: the directional conviction score is inside the neutral band, so no direction-of-the-day order is placed at the daily-open anchor. Had it produced, the entry would have been a market fill at the reference close 7372.30 (cash session 24 Jun 2026) timed at the 09:00 broker anchor.",09:00,,,,,,,NONE,TRACE,"SUPPRESSED - reason: directional conviction below the 0.25 threshold. Value that fired the trigger: the report's own composite direction score -0.21; |-0.21| = 0.21 < 0.25, so the direction reads neutral and the daily directional card does not produce. No entry, stop, R or target ladder is carried on a suppressed row. Arming condition, as commentary only and not as a card: a composite score at or beyond +/-0.25 on a later report date.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-24.csv,2026-06-24 23:45:00
2026-06-25_Trade_2,2026-06-25,SP500_Report_25Jun2026.md,"Trade 2 - Pivot, regime-aware (TRANSITION, breakout side only) - SHORT",Trade 2,SHORT,LIMIT,"Sell limit 7380.18, resting from the 09:00 broker anchor (07:00 UK). The level is the fixed downside breakout trigger of the pivot band: 10% of the way from the daily pivot 7385.43 down toward daily S1 7332.87. Reference close 7372.30 (cash session 24 Jun 2026); signed gap entry - reference close = +7.88 pts, i.e. the order rests above the reference close, which is the side a sell limit must sit on. It is a limit and not a stop because the 24 Jun close already settled below the trigger.",09:00,7380.18,7416.98,7332.87,7313.15,7293.43,36.8,BE_0.2R_ON_TP2,TRACE,"Three equal units, short from 7380.18. Stop 7416.98 (+36.80 pts from entry, -1R). Unit 1 exits TP1 7332.87 (-47.31 pts, +1.29R, daily S1). Unit 2 exits TP2 7313.15 (-67.03 pts, +1.82R, the S1/S2 midpoint); on that fill Unit 3 stop moves to entry + 0.2R = 7387.54 (+7.36 pts). Unit 3 traces to TP3 7293.43 (-86.75 pts, +2.36R, daily S2) or to the trailed stop, whichever comes first; there is no session time-stop on this branch. R = 36.80 pts = 0.31 x ATR(14) 117.90 (14 cash sessions ending 24 Jun 2026), so the ratio is below 1.00 and no wide-stop flag is set; 2R = 73.60 is far inside 3 x ATR(14) = 353.70, so no 'ambitious TP2' flag. Thesis invalidation, distinct from the stop and 31.55 pts inside it: a daily close back above the daily pivot 7385.43, which negates the sub-pivot posture the card trades; the stop sits beyond the invalidation, so the position can be stopped before the thesis is formally broken. Confluences: entry 7380.18 sits 5.26 pts (0.04 x ATR) below the daily pivot 7385.43 - strong confluence; stop 7416.98 sits 7.89 pts (0.07 x ATR) below daily R1 7424.87 - strong confluence, and 21.02 pts below the 24 Jun session high 7438.00; TP1 is daily S1 exactly; TP2 is the S1/S2 midpoint and sits 7.32 pts (0.06 x ATR) below the prior-week S2 7320.47 - strong confluence; TP3 is daily S2 exactly. Caveats: the daily pivot tiers are flagged single-source-indicative in the source-discipline section of the report, and that qualifier is carried here (the weekly tier is corroborated, so the all-tiers-indicative suppression trigger does not fire); the levels above are computed from the slice's 24 Jun cash session H 7438.00 / L 7346.00 / C 7372.30 and not from the report's price table, which is systematically 6 to 40 pts low. The card's one-session horizon collides with a high-impact US data block scheduled 15:30 broker on 25 Jun - Core PCE Price Index m/m and y/y, GDP q/q, Durable Goods Orders m/m and Initial Jobless Claims - one hour before the cash open, so the entry can be gapped through in either direction.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-24.csv,2026-06-24 23:45:00
2026-06-25_Trade_3C,2026-06-25,SP500_Report_25Jun2026.md,Trade 3C - Momentum-Breakout (regime TRANSITION) - SUPPRESSED,Trade 3C,SHORT,CONDITIONAL,"SUPPRESSED - no entry is issued. Trigger fired: there is no confirmed break of the 25-session range at the D-1 close, so the breakout variant is not eligible.",09:00,,,,,,,NONE,TRACE,"SUPPRESSED - reason: no confirmed break of the 25-session range at D-1. Values that fired the trigger: reference close 7372.30 (cash session 24 Jun 2026) against the range low 7243.10 (09 Jun 2026) and the range high 7624.60 (02 Jun 2026). A confirmed break needs a daily close beyond a boundary by at least 0.25 x ATR(14) = 29.48 pts, i.e. at or below 7213.62 or at or above 7654.08; the close is 158.68 pts above the downside confirmation level and 281.78 pts below the upside one, and sits inside the range on both sides. No entry, stop, R or target ladder is carried on a suppressed row. Arming condition, as commentary only and not as a card: a daily close at or below 7213.62, or at or above 7654.08, would make the variant eligible on a later report date.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-24.csv,2026-06-24 23:45:00
2026-06-26_Trade_1,2026-06-26,SP500_Report_26Jun2026.md,"Trade 1 - Daily Directional (market at daily-open anchor, SHORT)",Trade 1,SHORT,MARKET,"Market at the daily-open anchor, 09:00 broker (UTC+3) = 07:00 UK. Fill level is the reference close of the last completed session strictly before the report date: 7,365.90 on 25 Jun 2026 (cash session 16:30-23:00 broker = 09:30-16:00 ET). Signed gap entry minus reference close = 0.00 pts, as a MARKET card requires.",09:00,7365.9,7459.13,7272.67,7179.44,7037.97,93.23,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Three equal units. Unit 1 exits at 7,272.67 (-93.23 pts, 1R). Unit 2 exits at 7,179.44 (-186.46 pts, 2R); on that fill Unit 3 stop moves to entry + 0.2R = 7,384.55. Unit 3 (runner) is time-stopped at the 26 Jun cash session close or price-stopped at the 3 x ATR14 cap 7,037.97 (-327.93 pts), whichever triggers first. Stop 7,459.13 = +93.23 pts above entry; R = 93.23 pts = 0.85 x ATR14, so no wide-stop flag (ratio below 1.00) and 2R = 186.46 < 3 x ATR14 = 327.93, so no 'TP2 ambitious' flag. Thesis invalidation (distinct from the stop, 34.6 pts beyond it): a daily close back above weekly P 7,495.37. Levels sourced from the D-1 cash session are carried with the indicative qualifier that applies to O/H/L on this asset.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-25.csv,2026-06-25 23:45:00
2026-06-26_Trade_2,2026-06-26,SP500_Report_26Jun2026.md,"Trade 2 - Pivot, TRANSITION breakout side only (sell limit at the daily pivot offset, SHORT)",Trade 2,SHORT,LIMIT,"Sell limit at 7,371.59, the downside pivot-offset breakout entry P - 0.10 x (P - S1). Monitoring opens at the daily-open anchor 09:00 broker (UTC+3) = 07:00 UK. Reference close 7,365.90 (25 Jun 2026); signed gap entry minus reference close = +5.69 pts, so the sell limit sits above the reference close as M5 §5.0 (Order side) requires. A sell stop at this level would be malformed because the level is above the close.",09:00,7371.59,7412.52,7321.67,7299.55,7277.43,40.93,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at daily S1 7,321.67 (-49.92 pts). Unit 2 exits at daily S1.5 7,299.55 (-72.04 pts); on that fill Unit 3 stop moves to entry + 0.2R = 7,379.78. Unit 3 (runner) traces to daily S2 7,277.43 (-94.16 pts). Stop 7,412.52 = +40.93 pts above entry; R = 40.93 pts = 0.37 x ATR14, so no wide-stop flag. Thesis invalidation (distinct from the stop, 82.9 pts beyond it): a daily close back above daily P 7,377.13 and, on the wider frame, weekly P 7,495.37. Branch named on the card: TRANSITION, breakout side only - a counter-side limit above the pivot structure is suppressed, not re-labelled. Daily and weekly pivot tiers are corroborated; monthly pivots are single-source indicative and supply no level here.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-25.csv,2026-06-25 23:45:00
2026-06-26_Trade_3C,2026-06-26,SP500_Report_26Jun2026.md,"Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED, no confirmed break of the 25-session range",Trade 3C,n/a,CONDITIONAL,"SUPPRESSED - no entry, no arming order. M5 §4d requires a daily close beyond a 25-session range boundary by at least 0.25 x ATR14 before Trade 3C is eligible; that close has not occurred, so the §10 trigger 'No confirmed break per §4d in TRANSITION regime' fires and the card is emitted as a suppressed row rather than a ladder. Monitoring anchor recorded as 09:00 broker (UTC+3) = 07:00 UK for consistency with the other cards; nothing is monitored while the row is suppressed.",09:00,,,,,,,NONE,TRACE,"SUPPRESSED - trigger fired: no confirmed break per M5 §4d in a TRANSITION regime. Value that fired it: the 25 Jun 2026 cash close 7,365.90 sits inside the 25-session range 7,243.10 to 7,624.60 and clears neither confirmation threshold (7,651.93 above, 7,215.77 below). No entry, stop, R or target ladder is carried. Contingent arming condition, stated as commentary only and not as an order: a daily cash close at or beyond either threshold would make the fork eligible on a later report date.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-25.csv,2026-06-25 23:45:00
2026-06-29_Trade_1,2026-06-29,SP500_Daily_Report_29Jun2026.md,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,MARKET,"MARKET at the 09:00 broker (07:00 UK) daily-open anchor; fill level is the 26 Jun cash close 7,335.80",09:00,7335.8,7566.49,7105.11,6874.42,,230.69,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Three equal units. Unit 1 exits at 7,105.11 (-1R), Unit 2 at 6,874.42 (-2R); on the Unit 2 fill the Unit 3 stop moves to 7,381.94 (entry + 0.2R). Unit 3 is a runner with no third target: it is time-stopped at the session close or price-stopped at the 3x ATR14 ceiling of 7,003.52, whichever comes first. Wide-stop flag SET (R 230.69 = 2.08x ATR14). Thesis invalidation: a daily close back above the weekly pivot 7,392.57 - a different level from the stop by 173.92 points. Event collisions inside the holding window (broker time): 12:00 EUR Consumer Price Expectations (high), 17:30 USD Dallas Fed Manufacturing Index, 22:00 ECB President Lagarde speech (high), plus quarter-end rebalancing flows and mega-cap AI commentary. Prior-session high/low are single-source indicative.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-28.csv,2026-06-26 23:45:00
2026-06-29_Trade_2,2026-06-29,SP500_Daily_Report_29Jun2026.md,"Trade 2 - Pivot, breakout side (transitional regime, down-break)",Trade 2,SHORT,LIMIT,"SELL LIMIT 7,341.49, resting from the 09:00 broker (07:00 UK) anchor; sits 5.69 points ABOVE the 26 Jun reference close 7,335.80, the correct side for a sell limit",09:00,7341.49,7382.12,7291.9,7269.95,7248.0,40.63,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at the first support pivot 7,291.90, Unit 2 at the 7,269.95 midpoint tier; on the Unit 2 fill the Unit 3 stop moves to 7,349.62 (entry + 0.2R). Unit 3 runs to the second support tier 7,248.00 - the runner objective is below the ladder, not back at the pivot. R = 40.63 points = 0.37x ATR14, so no wide-stop flag. Thesis invalidation: a daily close back through the pivot 7,347.00, 35.12 points from the stop. The pivot levels used are prior-session single-source indicative and are labelled as such; the counter-side (buy) limit is suppressed because in a transitional tape only the breakout side may be traded. Event collisions inside the holding window (broker time): 12:00 EUR Consumer Price Expectations (high), 17:30 USD Dallas Fed Manufacturing Index, 22:00 ECB President Lagarde speech (high), plus quarter-end rebalancing flows.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-28.csv,2026-06-26 23:45:00
2026-06-29_Trade_3C,2026-06-29,SP500_Daily_Report_29Jun2026.md,Trade 3C - Momentum-Breakout (transitional regime) - SUPPRESSED,Trade 3C,SHORT,CONDITIONAL,"SUPPRESSED - no entry, stop, risk or target ladder is carried",09:00,,,,,,,NONE,TRACE,"SUPPRESSED - break not confirmed. Trigger tested: a breakout card requires a settled daily close beyond the 25-session boundary by at least 0.25x ATR14. Value tested: the last completed close, 7,335.80 on 26 Jun 2026, against a required close below 7,243.10 - 27.69 = 7,215.41. The close is 120.39 points above that level, so the break is not confirmed and the card is suppressed rather than armed. Commentary only, outside the card: the arming condition is a settled daily close below 7,215.41. No entry, stop, risk or ladder is published against a fired gate.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-28.csv,2026-06-26 23:45:00
2026-06-30_Trade_1,2026-06-30,SP500_Report_30Jun2026.md,Trade 1 - Daily Directional - SUPPRESSED (directional conviction below threshold),Trade 1,n/a,,"No order emitted. Directional conviction resolved NEUTRAL on the last completed session's inputs, so no daily directional order is placed. The 07:00 UK / 09:00 broker monitoring window is recorded for the record only.",09:00,,,,,,,NONE,,"SUPPRESSED - directional conviction score -0.00 (absolute value 0.00) is below the 0.25 conviction threshold, so the daily directional trade is not issued. No entry, stop, risk figure or target ladder is published for a suppressed trade.",True,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-29.csv,2026-06-29 23:45:00
2026-06-30_Trade_2,2026-06-30,SP500_Report_30Jun2026.md,"Trade 2 - Pivot, trend branch (short across the daily pivot)",Trade 2,SHORT,STOP,"Sell stop at 7412.79, resting from 09:00 broker (07:00 UK). The trend-branch trigger sits 10 percent of the way from the daily pivot 7416.23 down toward the daily first support 7381.87, i.e. 3.44 points below the pivot, and 30.21 points BELOW the 7443.00 reference close of 2026-06-29. A sell stop is the only order side that level permits; a sell limit would have to sit at or above 7443.00. Entry triggers on the market breaking down through the pivot, which is the trend-branch thesis - not on a rally into a level.",09:00,7412.79,7465.14,7381.87,7351.3,7320.73,52.35,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at the daily first support 7381.87 (-30.92 points from entry, 0.59R), Unit 2 at the midpoint of the first and second supports 7351.30 (-61.49 points, 1.17R); on the Unit 2 fill the Unit 3 stop moves to entry plus 0.2R = 7423.26. Unit 3 runs to the daily second support 7320.73 (-92.06 points, 1.76R) and traces to that target or the stop. Risk R = 52.35 points = 0.52 x ATR(14) of 101.58, so the wide-stop flag is NOT set. Twice R is 104.70 against 3 x ATR of 304.74, so the ambitious-second-target flag is not set. The 3.5 x ATR structural stop cap is 355.53 points and is not binding. Thesis invalidation, distinct from the stop: a daily close back above the daily pivot 7416.23, which sits 48.91 points inside the stop - more than the 15.24-point (0.15 x ATR) separation required, so the invalidation carries information the stop does not. Holding period collides with the scheduled US non-farm payrolls release on 2 July carried in the report's calendar.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-29.csv,2026-06-29 23:45:00
2026-06-30_Trade_3A,2026-06-30,SP500_Report_30Jun2026.md,"Trade 3A - Momentum-Pullback, 57.5% retracement short (trending-bearish fork)",Trade 3A,SHORT,STOP,"Sell stop at 7438.63, resting from 09:00 broker (07:00 UK). The 57.5% retracement of the active down-swing sits 4.37 points BELOW the 7443.00 reference close of 2026-06-29, so the only order side the close permits is a sell stop; a sell limit would have to sit at or above 7443.00 and is not available at this level. Entry triggers on the down-leg resuming through the retracement rather than on a further rally into it.",09:00,7438.63,7564.2,7393.14,7303.1,7067.4,125.57,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at 7393.14 (-45.49 points from entry), Unit 2 at 7303.10 (-135.53 points); on the Unit 2 fill the Unit 3 stop moves to entry minus 0.2R = 7413.52. Unit 3 runs toward the 100% swing extension at 7067.40 (-371.23 points); when price prints below that extension the Unit 3 stop pulls to the 50% mark of the original 1:1 leg, halfway between entry 7438.63 and 7303.10 = 7370.87, which is the one structural rule that supersedes the universal break-even trail. Risk R = 125.57 points = 1.24 x ATR(14), so the wide-stop flag is set by the arithmetic. Twice R is 251.14 against 3 x ATR of 304.74, so the ambitious-second-target flag is not set. Thesis invalidation, distinct from the stop: a daily close back above the 5-session swing high 7450.60 (2026-06-29), 113.60 points inside the stop. Holding period collides with the scheduled US non-farm payrolls release on 2 July carried in the report's calendar.",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-29.csv,2026-06-29 23:45:00
2026-07-01_Trade_1,2026-07-01,SP500_Report_01Jul2026.md,"Trade 1 - Daily Directional (market at the daily-open anchor, LONG)",Trade 1,LONG,MARKET,"Single market entry at the 07:00 UK daily-open anchor (09:00 broker, UTC+3). One entry per card; no alternative or conditional second entry. The fill level is the D-1 reference close 7493.30 (30 Jun 2026 cash close).",09:00,7493.3,7427.83,7558.77,7624.24,7785.71,65.47,BE_0.2R_ON_TP2,SESSION_CLOSE_TIMESTOP,"Three equal units. Unit 1 exits at 7558.77 (+65.47 pts, +1R); Unit 2 exits at 7624.24 (+130.94 pts, +2R). On the Unit 2 fill the Unit 3 stop moves to entry + 0.2R = 7506.39. Unit 3 is time-stopped at the session close, or price-stopped at the 3xATR14 cap 7785.71 (+292.41 pts), whichever triggers first. Stop 7427.83 is -65.47 pts from entry. Thesis invalidation: a daily close through the daily second support 7411.10 - a named structural level, 16.73 pts below the stop and therefore more than 0.15xATR14 (14.62) away from it; the stop is an intraday price, the invalidation a close-through condition. Stop sits ahead of invalidation. Holding period collides with the ISM Manufacturing PMI / Prices Paid releases at 17:00 broker on 01 Jul (both high impact).",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-30.csv,2026-06-30 23:45:00
2026-07-01_Trade_2,2026-07-01,SP500_Report_01Jul2026.md,"Trade 2 - Pivot, TREND branch (buy limit 10% of the way from the daily pivot to first resistance)",Trade 2,LONG,LIMIT,"Buy limit at 7486.91, resting from the 07:00 UK daily-open anchor (09:00 broker). It sits 6.39 pts BELOW the D-1 reference close 7493.30, the correct side for a buy limit.",09:00,7486.91,7427.83,7523.9,7539.2,7554.5,59.08,BE_0.2R_ON_TP2,TRACE,"Three equal units. Unit 1 exits at first resistance 7523.90 (+36.99 pts); Unit 2 exits at the first-resistance midpoint 7539.20 (+52.29 pts); Unit 3 runs to second resistance 7554.50 (+67.59 pts). On the Unit 2 fill the Unit 3 stop moves to entry + 0.2R = 7498.73. Stop 7427.83 is -59.08 pts from entry. Thesis invalidation: a daily close back through the daily pivot 7482.80 - a named structural level, 55.03 pts above the stop and distinct from it. Holding period collides with the ISM Manufacturing PMI / Prices Paid releases at 17:00 broker on 01 Jul (both high impact).",False,regen_20260906_qa1_draw1,data/slices/US500/US500_upto_2026-06-30.csv,2026-06-30 23:45:00
